article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
100021074,FAREWELL TO MR. AND MRS. T. J. EDWARDS AND THE MISSES EDWARDS.,372,"Northern Argus (Clare, SA : 1869 - 1954)",5,1925-11-20,Article,505,N,0,https://nla.gov.au/nla.news-article100021074,http://trove.nla.gov.au/newspaper/page/9617152
100021742,Advertising,372,"Northern Argus (Clare, SA : 1869 - 1954)",4,1925-09-18,Advertising,2368,N,0,https://nla.gov.au/nla.news-article100021742,http://trove.nla.gov.au/newspaper/page/9617079
100022206,FOOTBALL. STANLEY ASSOCIATION. WATERVALE V. STANLEY FLAT.,372,"Northern Argus (Clare, SA : 1869 - 1954)",6,1925-06-12,Article,494,N,0,https://nla.gov.au/nla.news-article100022206,http://trove.nla.gov.au/newspaper/page/9616969
100022284,South Clare v. Stanley Flat,372,"Northern Argus (Clare, SA : 1869 - 1954)",7,1925-07-10,Article,750,N,0,https://nla.gov.au/nla.news-article100022284,http://trove.nla.gov.au/newspaper/page/9617002
100023153,ADELAIDE SHOW.,372,"Northern Argus (Clare, SA : 1869 - 1954)",5,1925-09-04,Article,788,N,0,https://nla.gov.au/nla.news-article100023153,http://trove.nla.gov.au/newspaper/page/9617064
10002341,LABOUR INCAPACITY.,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",4,1909-12-14,Article,1182,N,0,https://nla.gov.au/nla.news-article10002341,http://trove.nla.gov.au/newspaper/page/873651
100023961,Advertising,372,"Northern Argus (Clare, SA : 1869 - 1954)",4,1925-08-21,Advertising,2185,N,0,https://nla.gov.au/nla.news-article100023961,http://trove.nla.gov.au/newspaper/page/9617047
100024090,Black and white Dances.,372,"Northern Argus (Clare, SA : 1869 - 1954)",5,1925-05-22,Article,174,N,0,https://nla.gov.au/nla.news-article100024090,http://trove.nla.gov.au/newspaper/page/9616944
100024167,No title,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1946-12-20,Article,43,Y,0,https://nla.gov.au/nla.news-article100024167,http://trove.nla.gov.au/newspaper/page/10626753
100024215,Family Notices,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-12-20,Family Notices,903,N,2,https://nla.gov.au/nla.news-article100024215,http://trove.nla.gov.au/newspaper/page/10626755
100024254,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-12-20,Article,1334,N,0,https://nla.gov.au/nla.news-article100024254,http://trove.nla.gov.au/newspaper/page/10626756
100024339,CRICKET WEEK-END FIXTURES,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-12-13,Article,430,Y,0,https://nla.gov.au/nla.news-article100024339,http://trove.nla.gov.au/newspaper/page/10626738
100024384,PAXTON SCHOOL PICNIC,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),9,1946-12-13,Article,531,N,1,https://nla.gov.au/nla.news-article100024384,http://trove.nla.gov.au/newspaper/page/10626742
100024390,BOXING,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),7,1946-12-13,Article,458,Y,0,https://nla.gov.au/nla.news-article100024390,http://trove.nla.gov.au/newspaper/page/10626740
100024798,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1946-02-08,Advertising,486,N,0,https://nla.gov.au/nla.news-article100024798,http://trove.nla.gov.au/newspaper/page/10626124
100024961,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1946-07-09,Advertising,2508,N,0,https://nla.gov.au/nla.news-article100024961,http://trove.nla.gov.au/newspaper/page/10626399
100024980,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-07-09,Advertising,2601,N,0,https://nla.gov.au/nla.news-article100024980,http://trove.nla.gov.au/newspaper/page/10626401
100025157,WEST CESSNOCK CONGREGATIONAL CHURCH. Sunday School Anniversary Tea and Concert.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-10-19,Article,238,N,4,https://nla.gov.au/nla.news-article100025157,http://trove.nla.gov.au/newspaper/page/10625955
100026046,NEWS ABOUT FILM STARS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),10,1946-07-05,Article,638,Y,0,https://nla.gov.au/nla.news-article100026046,http://trove.nla.gov.au/newspaper/page/10626397
100026060,CHURCH OF CHRIST,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),10,1946-07-05,Article,232,N,0,https://nla.gov.au/nla.news-article100026060,http://trove.nla.gov.au/newspaper/page/10626397
100026180,HOSPITAL PATIENTS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1946-08-20,Article,467,N,1,https://nla.gov.au/nla.news-article100026180,http://trove.nla.gov.au/newspaper/page/10626484
100026267,MEN OF THE FIGHTING FORCES Exploits of Ex-Cessnock Men.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),7,1945-09-07,Article,562,N,0,https://nla.gov.au/nla.news-article100026267,http://trove.nla.gov.au/newspaper/page/10625887
100026573,CRICKET G. PRICE MAKES 127 n.o. FOR WESTON,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-12-03,"Detailed lists, results, guides",389,Y,0,https://nla.gov.au/nla.news-article100026573,http://trove.nla.gov.au/newspaper/page/10626715
100026667,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-08-30,Article,1874,N,0,https://nla.gov.au/nla.news-article100026667,http://trove.nla.gov.au/newspaper/page/10626506
100026938,Weston Methodist Eisteddfod,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-09-10,"Detailed lists, results, guides",908,N,0,https://nla.gov.au/nla.news-article100026938,http://trove.nla.gov.au/newspaper/page/10626528
100026990,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-09-10,Article,434,N,0,https://nla.gov.au/nla.news-article100026990,http://trove.nla.gov.au/newspaper/page/10626528
100027157,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1945-02-16,Advertising,620,N,0,https://nla.gov.au/nla.news-article100027157,http://trove.nla.gov.au/newspaper/page/10625535
100027307,Hospital Patients,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-03-26,Article,431,N,1,https://nla.gov.au/nla.news-article100027307,http://trove.nla.gov.au/newspaper/page/10626205
100027352,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1946-11-08,Advertising,702,N,0,https://nla.gov.au/nla.news-article100027352,http://trove.nla.gov.au/newspaper/page/10626655
100027381,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-11-08,Advertising,2415,N,0,https://nla.gov.au/nla.news-article100027381,http://trove.nla.gov.au/newspaper/page/10626657
100027388,Kurri's First Synod.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-11-08,Article,528,N,0,https://nla.gov.au/nla.news-article100027388,http://trove.nla.gov.au/newspaper/page/10626656
100027442,Hollywood REPORTS.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),10,1946-11-08,Article,614,Y,0,https://nla.gov.au/nla.news-article100027442,http://trove.nla.gov.au/newspaper/page/10626663
100027455,BOXING O'BRIEN v. HODGES,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-11-08,Article,131,Y,0,https://nla.gov.au/nla.news-article100027455,http://trove.nla.gov.au/newspaper/page/10626658
100027656,Hollywood REPORTS.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-09-06,Article,619,Y,0,https://nla.gov.au/nla.news-article100027656,http://trove.nla.gov.au/newspaper/page/10626518
100027705,Children's Frolic at Weston.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),10,1946-09-06,"Detailed lists, results, guides",216,N,0,https://nla.gov.au/nla.news-article100027705,http://trove.nla.gov.au/newspaper/page/10626525
100027729,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-09-06,Advertising,452,N,0,https://nla.gov.au/nla.news-article100027729,http://trove.nla.gov.au/newspaper/page/10626520
100027825,HIGH SCHOOL NOTES PLAY DAY,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-08-09,Article,1286,N,1,https://nla.gov.au/nla.news-article100027825,http://trove.nla.gov.au/newspaper/page/10626464
100027898,PERSONAL ITEMS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1945-11-02,Article,2029,N,2,https://nla.gov.au/nla.news-article100027898,http://trove.nla.gov.au/newspaper/page/10625983
100028106,Family Notices,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1945-03-29,Family Notices,371,N,1,https://nla.gov.au/nla.news-article100028106,http://trove.nla.gov.au/newspaper/page/10625607
100028255,Hospital Patients,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-10-02,Article,412,N,1,https://nla.gov.au/nla.news-article100028255,http://trove.nla.gov.au/newspaper/page/10625927
100028497,Family Notices,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1945-12-10,Family Notices,16,N,17,https://nla.gov.au/nla.news-article100028497,http://trove.nla.gov.au/newspaper/page/10626052
100028535,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-12-10,Article,96,N,0,https://nla.gov.au/nla.news-article100028535,http://trove.nla.gov.au/newspaper/page/10626053
100029155,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-01-09,Article,636,N,3,https://nla.gov.au/nla.news-article100029155,http://trove.nla.gov.au/newspaper/page/10625476
100029243,BOXING,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-10-15,Article,493,Y,0,https://nla.gov.au/nla.news-article100029243,http://trove.nla.gov.au/newspaper/page/10626605
100029254,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1946-10-15,Advertising,2750,N,0,https://nla.gov.au/nla.news-article100029254,http://trove.nla.gov.au/newspaper/page/10626603
100029292,BOXING ELLIS DEFEATS OLIVER,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-12-16,Article,750,Y,1,https://nla.gov.au/nla.news-article100029292,http://trove.nla.gov.au/newspaper/page/10626749
100029374,"CESSNOCK HIGH SCHOOL PREFECTS, 1946.",429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-12-16,Article,94,Y,1,https://nla.gov.au/nla.news-article100029374,http://trove.nla.gov.au/newspaper/page/10626748
100029427,High School Cricket,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),8,1946-03-15,Article,249,N,0,https://nla.gov.au/nla.news-article100029427,http://trove.nla.gov.au/newspaper/page/10626190
100029503,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-03-15,Article,1212,N,1,https://nla.gov.au/nla.news-article100029503,http://trove.nla.gov.au/newspaper/page/10626187
100029702,Family Notices,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-10-11,Family Notices,485,N,0,https://nla.gov.au/nla.news-article100029702,http://trove.nla.gov.au/newspaper/page/10626595
100029767,Vacation Swimming School. SOME PROMISING SWIMMERS DISCOVERED.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1945-01-16,Article,660,N,0,https://nla.gov.au/nla.news-article100029767,http://trove.nla.gov.au/newspaper/page/10625487
100030379,Family Notices,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1945-10-12,Family Notices,567,N,0,https://nla.gov.au/nla.news-article100030379,http://trove.nla.gov.au/newspaper/page/10625944
100030600,Church of Christ Anniversary,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),8,1946-09-27,"Detailed lists, results, guides",238,N,0,https://nla.gov.au/nla.news-article100030600,http://trove.nla.gov.au/newspaper/page/10626569
100031941,HOSPITAL PATIENTS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1945-04-10,"Detailed lists, results, guides",338,N,0,https://nla.gov.au/nla.news-article100031941,http://trove.nla.gov.au/newspaper/page/10625621
100031959,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-04-10,Article,1358,N,0,https://nla.gov.au/nla.news-article100031959,http://trove.nla.gov.au/newspaper/page/10625623
100032003,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1945-02-23,Article,1466,N,0,https://nla.gov.au/nla.news-article100032003,http://trove.nla.gov.au/newspaper/page/10625550
100032161,CESSNOCK HIGH'S SUCCESS Boys Win Juvenile Shield.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-03-19,Article,630,N,0,https://nla.gov.au/nla.news-article100032161,http://trove.nla.gov.au/newspaper/page/10626194
100032168,CHURCH OF CHRIST.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-03-19,Article,109,N,0,https://nla.gov.au/nla.news-article100032168,http://trove.nla.gov.au/newspaper/page/10626193
100032272,Family Notices,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1945-06-19,Family Notices,917,N,0,https://nla.gov.au/nla.news-article100032272,http://trove.nla.gov.au/newspaper/page/10625748
100032381,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-03-06,Article,972,N,2,https://nla.gov.au/nla.news-article100032381,http://trove.nla.gov.au/newspaper/page/10625568
100032393,HOSPITAL PATENTS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1945-02-20,Article,437,N,0,https://nla.gov.au/nla.news-article100032393,http://trove.nla.gov.au/newspaper/page/10625542
100032458,CESSNOCK HIGH SCHOOL'S SPEECH DAY Criticism Of Unsatisfactory Annexe. Appeal to Parents to join P. and C.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),6,1946-12-10,Article,4325,N,4,https://nla.gov.au/nla.news-article100032458,http://trove.nla.gov.au/newspaper/page/10626733
100032465,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1946-12-10,Advertising,2926,N,0,https://nla.gov.au/nla.news-article100032465,http://trove.nla.gov.au/newspaper/page/10626729
100032466,Hollywood REPORTS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1946-12-10,Article,802,N,0,https://nla.gov.au/nla.news-article100032466,http://trove.nla.gov.au/newspaper/page/10626732
100032622,Cessnock High School PUPILS TO GAIN ADMISSION,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),6,1945-12-18,"Detailed lists, results, guides",737,N,1,https://nla.gov.au/nla.news-article100032622,http://trove.nla.gov.au/newspaper/page/10626061
100032811,Hospital Patients,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-10-30,Article,303,N,1,https://nla.gov.au/nla.news-article100032811,http://trove.nla.gov.au/newspaper/page/10625975
100033089,Family Notices,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1945-11-23,Family Notices,670,N,8,https://nla.gov.au/nla.news-article100033089,http://trove.nla.gov.au/newspaper/page/10626020
100033185,Cessnock District Hospital Patients,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1946-11-26,Article,849,N,3,https://nla.gov.au/nla.news-article100033185,http://trove.nla.gov.au/newspaper/page/10626696
100033476,HIGH SCHOOL CRICKET,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-02-19,Article,228,N,0,https://nla.gov.au/nla.news-article100033476,http://trove.nla.gov.au/newspaper/page/10626145
100033547,Advertising,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1946-11-01,Advertising,544,N,0,https://nla.gov.au/nla.news-article100033547,http://trove.nla.gov.au/newspaper/page/10626641
100033567,HIGH SCHOOL CRICKET Cessnock High Wins Competition,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-11-01,Article,326,N,0,https://nla.gov.au/nla.news-article100033567,http://trove.nla.gov.au/newspaper/page/10626642
100033619,High School Cricket NEWCASTLE HIGH v. CESSNOCK.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1945-03-20,Article,548,N,1,https://nla.gov.au/nla.news-article100033619,http://trove.nla.gov.au/newspaper/page/10625593
100033649,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1945-03-20,Article,944,N,1,https://nla.gov.au/nla.news-article100033649,http://trove.nla.gov.au/newspaper/page/10625592
100033849,BOXING WILLIAMS AND O'BERIEN IN GOOD BOUT.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-10-22,Article,773,Y,0,https://nla.gov.au/nla.news-article100033849,http://trove.nla.gov.au/newspaper/page/10626621
100033861,Paxton P. and C. Children's Frolic,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1946-10-22,Article,448,N,1,https://nla.gov.au/nla.news-article100033861,http://trove.nla.gov.au/newspaper/page/10626620
100033878,A PLEA FOR INNOCENT WOMEN,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),6,1946-10-22,Article,1502,N,0,https://nla.gov.au/nla.news-article100033878,http://trove.nla.gov.au/newspaper/page/10626623
100034066,HIGH SCHOOL FOOTBALL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1946-06-25,Article,311,N,0,https://nla.gov.au/nla.news-article100034066,http://trove.nla.gov.au/newspaper/page/10626373
